segundo castillo	19820515	1.81	78			4843	segundo castillo	
brian ching	19780524	1.85	72			8310	brian ching	
barnetta	19850522	1.76	87			4661	tranquillo barnetta	
xabi alonso	19811125	2.03	75			10271	xabi alonso	
marco marchionni	19800722	1.75	66			7319	marco marchionni	
basinas	19760103	1.75	76			398	angelos basinas	
theo walcott	19890316	1.73	102			11608	theo walcott	
cristiano zanetti	19770414	1.8	92			11377	cristiano zanetti	
boudewijn zenden	19760815	1.75	72			2911	boudewijn zenden	
markus rosenberg	19820927	1.85	71			5914	markus rosenberg	
j. cruz	19741010	1.9	74			12382	julio cruz	
robin van persie	19830806	1.83	62			12320	robin van persie	
clemens fritz	19801207	1.83	63			9536	clemens fritz	
ashley cole	19801220	1.52	69			8836	ashley cole	
hayden mullins	19790327	1.8	72			2322	hayden mullins	
m. rensing	19840514	1.88	68			9997	michael rensing	
filippo inzaghi	19730809	1.94	74			3111	filippo inzaghi	
kieron dyer	19781229	1.73	88			2787	kieron dyer	
foster	19830403	1.88	80			2505	ben foster	
khalid boulahrouz	19811228	1.79	77			5187	khalid boulahrouz	
wiese	19811217	1.93	96			8106	tim wiese	
xavi	19800125	1.7	67			2378	xavi	
james vaughan	19880714	2.02	59			12412	james vaughan	
miguel veloso	19860511	1.8	92			1857	miguel veloso	
bosko jankovic	19840301	1.84	79			12336	bosko jankovic	
rommedahl	19780722	1.77	85			8400	dennis rommedahl	
i. klasnic	19800129	1.86	79			12313	ivan klasnic	
fernando morientes	19760405	1.86	79			10524	fernando morientes	
ludovic magnin	19790420	1.86	95			1016	ludovic magnin	
nick barmby	19740211	1.7	71			1882	nick barmby	
fabrice	19880406	1.88	57			1393	fabrice muamba	
donovan	19820304	1.73	91			8788	landon donovan	
igor	19860408	1.85	66			4544	igor akinfeev	
diego milito	19790612	1.83	88			4616	diego milito	
oliveira anderson	19880413	1.76	86			12204	oliveira anderson	
richard dunne	19790921	1.85	88			12028	richard dunne	
mamadou niang	19791013	1.78	89			2956	mamadou niang	
florent	19800613	1.83	73			9180	florent malouda	
jose	19830901	1.75	89			12314	jose antonio reyes	
liam	19910830	1.82	59			928	liam cooper	
bastian schweinsteiger	19840801	1.8	76			7333	bastian schweinsteiger	
s. pienaar	19820317	1.76	66			11238	steven pienaar	
paul konchesky	19810515	1.78	67			11064	paul konchesky	
tim cahill	19791206	1.78	68			1205	tim cahill	
david weir	19700510	1.93	81			12397	david weir	
nemanja vidic	19811021	1.83	69			12351	nemanja vidic	
shaun maloney	19830124	1.7	70			10338	shaun maloney	
leon andreasen	19830423	1.88	103			9807	leon andreasen	
caleb folan	19821026	1.88	86			5290	caleb folan	
nikos spiropoulos	19831010	1.72	98			12294	nikos spiropoulos	
denny landzaat	19760506	1.78	70			4675	denny landzaat	
emmanuel adebayor	19840226	1.9	91			9184	emmanuel adebayor	
manuel almunia	19770519	1.9	80			2809	manuel almunia	
quagliarella	19830131	1.8	68			8137	fabio quagliarella	
joe hart	19870419	1.9	80			6881	joe hart	
bobby zamora	19810116	1.83	85			12053	bobby zamora	
ante rukavina	19860618	1.86	69			7526	ante rukavina	
olof mellberg	19770903	1.86	81			12234	olof mellberg	
tim howard	19790306	1.88	74			5146	tim howard	
s. distin	19771216	1.93	65			5927	sylvain distin	
bernard	19810820	1.8	89			10600	bernard mendy	
roque	19810816	1.89	103			12218	roque santa cruz	
c. makelele	19730218	1.74	67			12338	claude makelele	
didier zokora	19801214	1.79	72			3190	didier zokora	
niedermeier	19860226	1.88	67			95	georg niedermeier	
gary neville	19750218	1.79	83			6904	gary neville	
nikola zigic	19800925	2.02	63			12340	nikola zigic	
massimo oddo	19760614	1.82	78			5653	massimo oddo	
arda turan	19870130	1.76	96			7887	arda turan	
charisteas	19800209	1.91	85			12169	angelos charisteas	
kolo toure	19810319	1.82	76			12277	kolo toure	
murphy	19770318	1.75	67			4537	danny murphy	
anthony	19800919	1.96	68			5791	anthony gardner	
mariusz lewandowski	19790518	1.84	94			8172	mariusz lewandowski	
jansen	19851104	1.9	98			8022	marcell jansen	
dan gosling	19900202	1.78	70			7810	dan gosling	
liam miller	19810213	1.7	103			7497	liam miller	
corradi	19760330	1.9	61			841	bernardo corradi	
kim kallstrom	19820824	1.81	79			12240	kim kallstrom	
robin nelisse	19780125	1.86	93			9409	robin nelisse	
m. skrtel	19841215	1.91	79			12242	martin skrtel	
diego placente	19770424	1.76	72			11358	diego placente	
daniel jensen	19790625	1.8	183			2044	daniel jensen	
samuel	19810310	1.19	75			8580	samuel eto'o	
aaron hughes	19791108	1.85	87			8647	aaron hughes	
pazzini	19840802	1.8	77			6678	giampaolo pazzini	
vincenzo iaquinta	19791121	1.91	84			8982	vincenzo iaquinta	
marco	19770529	1.87	80			1507	marco cassetti	
johan elmander	19810527	1.88	66			3485	johan elmander	
franco semioli	19800620	1.78	63			3574	franco semioli	
giovanni van bronckhorst	19750205	1.78	63			8291	giovanni van bronckhorst	
karim haggui	19840120	1.87	100			2388	karim haggui	
mateja kezman	19790412	1.82	102			12355	mateja kezman	
ivica olic	19790914	1.83	64			12341	ivica olic	
amanatidis	19811203	1.83	99			3624	ioannis amanatidis	
albert streit	19800328	1.8	57			9597	albert streit	
jimmy bullard	19781023	1.78	73			6136	jimmy bullard	
deco	19770827	1.74	73			12184	deco	
carlos marchena	19790731	1.83	78			3408	carlos marchena	
mendes	19790226	1.77	77			8006	pedro mendes	
ricardo	19800330	1.73	68			2232	ricardo osorio	
didier drogba	19780311	1.88	79			2725	didier drogba	
walter samuel	19780322	1.83	92			12231	walter samuel	
drenthe	19870408	1.67	67			2799	royston drenthe	
j. pennant	19830115	1.73	64			1880	jermaine pennant	
ricardo rocha	19781003	1.82	57			10411	ricardo rocha	
pepe	19830226	1.86				12416	pepe	
m. mancienne	19880108	1.79	61			4772	michael mancienne	
renan	19850124	1.84	86			8091	renan	
pascal chimbonda	19790221	1.82	62			1984	pascal chimbonda	
sami hyypia	19731007	1.93	97			12248	sami hyypia	
ruud van nistelrooy	19760701	1.88	80			12232	ruud van nistelrooy	
darron gibson	19871025	1.83	73			3711	darron gibson	
lars	19790920	1.81	76			8670	lars jacobsen	
martin jorgensen	19751006	1.79	75			12303	martin jorgensen	
mertesacker	19840929	1.98	90			6335	per mertesacker	
stefan maierhofer	19820816	2.02	86			5411	stefan maierhofer	
albert riera	19820415	1.87	77			11858	albert riera	
mineiro		1.81	65			12171	mineiro	
mark schwarzer	19721006	1.96	95			12236	mark schwarzer	
paul stalteri	19771018	1.8	77			9799	paul stalteri	
gary cahill	19851219	1.88	89			9473	gary cahill	
mapp	19841018	1.85	60			4904	justin mapp	
simon davies	19791023	1.76	72			11976	simon davies	
rafinha	19850907	1.72	71			12187	rafinha	
eidur gudjohnsen	19780915	1.85	94			12250	eidur gudjohnsen	
per kroldrup	19790731	1.94	91			12263	per kroldrup	
wellington santos da silva	19850817	1.7	92			12211	wellington santos da silva	
myhill	19821109	1.91	81			475	boaz myhill	
titus bramble	19810731	1.9	95			9936	titus bramble	
andrea pirlo	19790519	1.77	103			1025	andrea pirlo	
m. jankulovski	19770509	1.83	82			2426	marek jankulovski	
donati	19810326	1.86	75			7575	massimo donati	
jack rodwell	19910311	1.88	59			8874	jack rodwell	
rafael van der vaart	19830211	1.75	61			1081	rafael van der vaart	
yoann gourcuff	19860711	1.85	86			10490	yoann gourcuff	
christian poulsen	19800228	1.82	59			1188	christian poulsen	
s. kljestan	19850909	1.85	60			6475	sacha kljestan	
i. duljaj	19791029	1.75	72			3429	igor duljaj	
christoph metzelder	19801105	1.92	84			8102	christoph metzelder	
alberto aquilani	19840707	1.84	73			796	alberto aquilani	
r. nelsen	19771018	1.8	84			6155	ryan nelsen	
shust	19860304	1.88	64			1370	bohdan shust	
a. granqvist	19850416	1.92	78			7761	andreas granqvist	
massimo ambrosini	19770529	1.82	98			8979	massimo ambrosini	
nwankwo kanu	19760801	1.98	95			4145	nwankwo kanu	
kakhaber	19780227	1.86	91			12195	kakhaber kaladze	
chiellini	19840814	1.86	96			9887	giorgio chiellini	
dirk marcellis	19880413	1.8	74			5288	dirk marcellis	
jonathan reis	19890606	1.82	81			7138	jonathan reis	
lukasz	19850418	1.89	83			12361	lukasz fabianski	
hofland	19790607	1.85	94			9806	kevin hofland	
l. osman	19810517	1.73	67			2771	leon osman	
michael ballack	19760926	1.88	65			1001	michael ballack	
tim borowski	19800502	1.94	63			262	tim borowski	
marlon king	19800426	1.85	67			6390	marlon king	
jermaine jenas	19830218	1.78	93			1170	jermaine jenas	
georgios samaras	19850221	1.93	82			4704	georgios samaras	
giuseppe	19720108	1.81	95			11951	giuseppe favalli	
leighton baines	19841211	1.7	70			9960	leighton baines	
p. niemeyer	19831122	1.91	79			991	peter niemeyer	
christoph spycher	19780330	1.75	78			2712	christoph spycher	
a. ferdinand	19850218	1.83	74			10324	anton ferdinand	
nabil el zhar	19860827	1.75	89			2070	nabil el zhar	
mark noble	19870508	1.8	84			12154	mark noble	
manuel	19860205	1.95	100			11120	manuel fernandes	
marc crosas	19880109	1.72	64			5119	marc crosas	
luca toni	19770526	1.93	61			3004	luca toni	
philipp	19831111	1.7	62			9555	philipp lahm	
carlo cudicini	19730906	1.85	88			11208	carlo cudicini	
ledley king	19801012	1.88	91			4254	ledley king	
alessandro	19741109	1.73	73			12226	alessandro del piero	
asmir begovic	19870620	1.98	98			12342	asmir begovic	
scott sinclair	19890325	1.75	64			12237	scott sinclair	
mannone	19880302	1.91	80			9048	vito mannone	
r. giggs	19731129	1.79	93			6990	ryan giggs	
djimi traore	19800301	1.9	83			12304	djimi traore	
perrotta	19770917	1.78	72			10207	simone perrotta	
a. ivanschitz	19831015	1.79	77			417	andreas ivanschitz	
dirk kuyt	19800722	1.84	77			2449	dirk kuyt	
tom	19861228	1.89	70			6598	tom huddlestone	
joleon lescott	19820816	1.9	89			12227	joleon lescott	
patrick vieira	19760623	1.92	82			6665	patrick vieira	
warnock	19811212	1.78	92			3311	stephen warnock	
donovan	19770607	1.93	77			925	donovan ricketts	
franck	19830407	1.71	86			12268	franck ribery	
seol ki-hyeon	19790108	1.85	73			4130	seol ki-hyeon	
mark davies	19880218	1.81	85			11106	mark davies	
niko kranjcar	19840813	1.89	73			12324	niko kranjcar	
anthony stokes	19880725	1.8	72			12369	anthony stokes	
m. vucinic	19831001	1.86	76			12343	mirko vucinic	
h. kewell	19780922	1.8	86			3899	harry kewell	
jonathan zebina	19780719	1.84	80			12221	jonathan zebina	
cristian chivu	19801026	2.02	81			6490	cristian chivu	
amelia	19820402	1.83	76			2925	marco amelia	
david	19791227	1.78	80			7345	david dunn	
marko pantelic	19780915	1.83	80			12325	marko pantelic	
sebastian kehl	19800213	1.88	80			7742	sebastian kehl	
naldo	19820910	1.84	88			12202	naldo	
nigel de jong	19841130	1.74	73			4589	nigel de jong	
eren	19880612	1.9	67			9212	eren derdiyok	
el hadji diouf	19810115	1.75	90			10275	el hadji diouf	
lucas neill	19710518	1.85	80			2843	lucas neill	
julio cesar	19790903	1.87	57			12400	julio cesar	
m. tonetto	19741118	1.74	97			6245	max tonetto	
marcos senna	19760717	1.77	88			6380	marcos senna	
massimo	19790906	1.8	89			9055	massimo maccarone	
stefano lucchini	19801002	1.93	76			51	stefano lucchini	
gary	19820412	1.85	64			12415	gary caldwell	
wes brown	19791013	1.85	86			8073	wes brown	
tomas	19801004	1.73	90			12372	tomas rosicky	
darren huckerby	19760423	1.78	99			4929	darren huckerby	
d. cisse	19810812	1.82	77			12362	djibril cisse	
vaio	19760715	1.79	88			8009	marco di vaio	
nicky weaver	19790302	1.93	71			3919	nicky weaver	
p. cech	19820520	1.96	59			12363	petr cech	
sergio aguero	19880602	1.73	74			12291	sergio aguero	
miccoli	19790627	1.68	64			6328	fabrizio miccoli	
kenny	19791223	1.78	90			2943	kenny miller	
karim benzema	19871219	1.82	60			4787	karim benzema	
daniel van buyten	19780207	1.96	96			3500	daniel van buyten	
mohamed zidan	19811211	1.72	95			8766	mohamed zidan	
t. henry	19770817	1.88	67			7349	thierry henry	
jermain defoe	19821007	1.7	65			6614	jermain defoe	
matthew upson	19790418	1.85	93			34	matthew upson	
tal ben-haim	19820331	1.8	78			12306	tal ben-haim	
emerson	19860223	1.91	83			12208	emerson	
s. given	19760420	1.83	73			2552	shay given	
giuseppe rossi	19870201	1.73	73			5319	giuseppe rossi	
matteo brighi	19810214	1.79	72			12047	matteo brighi	
wayne rooney	19851024	1.78	87			4690	wayne rooney	
artur	19800220	1.93	89			2107	artur boruc	
david trezeguet	19771015	1.9	80			7714	david trezeguet	
esteban cambiasso	19800818	1.77	78			9766	esteban cambiasso	
ante	19760226	1.8	86			12344	ante jazic	
james beattie	19780227	1.85	84			12410	james beattie	
jamie carragher	19780128	1.85	67			12238	jamie carragher	
fraizer campbell	19870913	1.72	100			6572	fraizer campbell	
steven gerrard	19800530	1.88	90			7889	steven gerrard	
francesco totti	19760927	1.8	82			3434	francesco totti	
t. gekas	19800523	1.78	77			12173	theofanis gekas	
kilbane	19770201	1.83	81			7890	kevin kilbane	
claudio	19781003	1.85	75			6314	claudio pizarro	
gareth bale	19890716	1.83	74			12405	gareth bale	
stephen kelly	19830906	1.84	183			12411	stephen kelly	
ujfalusi	19780324	1.85	99			12375	tomas ujfalusi	
michael dawson	19831118	1.81	102			12390	michael dawson	
nicola legrottaglie	19761020	1.19	73			7225	nicola legrottaglie	
ferreira	19790118	1.82	72			12222	paulo ferreira	
andrea dossena	19811211	1.81	77			771	andrea dossena	
rory delap	19760706	1.83	88			7567	rory delap	
domenico criscito	19861230	1.81	73			6681	domenico criscito	
kasey	19691129	1.88	73			6900	kasey keller	
silva	19761007	1.84	74			11218	gilberto silva	
fabio cannavaro	19730913	1.76	75			9240	fabio cannavaro	
luke young	19790719	1.83	78			12391	luke young	
nen?		1.73	96			12414	nen?	
juan pablo angel	19751024	1.85	79			12365	juan pablo angel	
petri pasanen	19800924	1.87	76			1720	petri pasanen	
o. dacourt	19740925	1.78	78			1665	olivier dacourt	
maarten stekelenburg	19820922	1.97	98			9001	maarten stekelenburg	
shinji ono	19790927	1.75	74			9709	shinji ono	
milan	19811028	1.84	78			12328	milan baros	
clarence seedorf	19760401	1.94	76			3706	clarence seedorf	
ryan	19861219	1.85	68			2678	ryan babel	
danijel pranjic	19811202	1.72	67			12346	danijel pranjic	
mohamed sissoko	19850122	1.87	84			1611	mohamed sissoko	
