8580	samuel eto'o	19810310	1.19	75	forwarder	douala  cameroon	
5604	dave kitson	19800121	1.91	70	forwarder	hitchin  england	
6650	iker casillas	19810520	1.85	60	goalkeeper	móstoles  spain	
3338	tyrone mears	19830218	1.81	90	defender	chadderton  metropolitan borough of oldham|oldham  england	
1072	nicky hunt	19830903	1.85	94	defender	westhoughton  england	
4682	niclas alexandersson	19711229	1.81	99	midfielder	halmstad  sweden	
9240	fabio cannavaro	19730913	1.76	75	defender	naples  italy	
398	angelos basinas	19760103	1.75	76	midfielder	chalkida  greece	
4787	karim benzema	19871219	1.84	60	forwarder	lyon  france	
1009	robbie keane	19800708	1.75	67	forwarder	dublin  ireland	
1925	george mccartney	19810429	1.83	79	defender	belfast  northern ireland	
3075	wilson palacios	19840729	1.78	102	midfielder	la ceiba  honduras	
6507	george boateng	19750905	1.70	64	midfielder	nkawkaw  ghana	
12232	ruud van nistelrooy	19760701	1.88	80	forwarder	oss  north brabant  netherlands	
1081	rafael van der vaart	19830211	1.75	61	midfielder	heemskerk  netherlands	
9887	giorgio chiellini	19840814	1.86	96	defender	pisa  italy	
11504	chris eagles	19851119	1.83	81	midfielder	hemel hempstead  hertfordshire  england	
5474	lilian thuram	19720101	1.82	71	defender	pointe-à-pitre  guadeloupe	
9606	gary mcallister	19641225	1.85	95	midfielder	motherwell  scotland|motherwell  scotland	
12412	james vaughan	19880714	2.02	59	forwarder	birmingham  england	
12245	philip cocu	19701029	1.85	92	midfielder	eindhoven  netherlands	
8938	valeri bojinov	19860215	1.8	71	forwarder	gorna oryahovitsa  people's republic of bulgaria|bulgaria	
6335	per mertesacker	19840929	1.98	85	defender	hanover  west germany	
1984	pascal chimbonda	19790221	1.80	62	defender	les abymes  guadeloupe	
10467	fredi bobic	19711030	1.88	91	forwarder	maribor  sfr yugoslavia	
1497	steven reid	19810310	1.85	83	defender	kingston upon thames  england	
12321	jaroslaw fojut	19871017	1.88	91	defender	legionowo  poland	
9566	mark viduka	19751009	1.88	65	forwarder	melbourne  australia	
11064	paul konchesky	19810515	1.78	67	defender	barking  london  england	
9062	paul ince	19671021	1.78	65	midfielder	ilford  london borough of redbridge|redbridge  england	
12327	bjarni vidarsson	19880305	1.85	183	midfielder	reykjav�k  iceland	
8009	marco di vaio	19760715	1.80	88	forwarder	rome  italy	
3022	fabien barthez	19710628	1.80	93	goalkeeper	lavelanet  france	
1205	tim cahill	19791206	1.78	63	midfielder	sydney  australia	
4684	alan stubbs	19711006	1.88	69	defender	kirkby  lancashire  england	
6912	adel taarabt	19890524	1.78	97	midfielder	fes  morocco	
5440	heurelho gomes	19810215	1.91	63	goalkeeper	joão pinheiro  minas gerais|joão pinheiro  minas gerais|mg  brazil	
2948	charles n'zogbia	19860528	1.71	97	midfielder	harfleur  france	
12372	tomas rosicky	19801004	1.79	90	midfielder	prague  czechoslovakia	
5290	caleb folan	19821026	1.68	86	forwarder	leeds  england	
5373	david martin	19860122	2.01	95	goalkeeper	romford  london  england	
1623	wesley sneijder	19840609	1.70	81	midfielder	utrecht  netherlands	
10036	kris commons	19830830	1.68	64	midfielder	mansfield  england	
10998	rhys taylor	19900407	1.88	79	goalkeeper	neath  wales	
12300	ali al habsi	19811230	1.96	76	goalkeeper	muscat  oman|muscat  oman	
2025	jens nowotny	19740111	1.87	67	defender	malsch  west germany	
11510	ebbe sand	19720719	1.83	78	forwarder	aalborg  denmark	
12386	luis garcia	19780624	1.19	67	midfielder	badalona  spain	
51	stefano lucchini	19801002	1.93	76	midfielder	codogno  italy	
320	richard kingson	19780613	1.83	86	goalkeeper	accra  greater accra region|greater accra  ghana	
12272	younes kaboul	19860104	1.90	74	defender	saint-julien-en-genevois  france	
12194	andriy shevchenko	19760929	1.83	72	forwarder	yahotyn raion  kiev oblast|kiev region  ukrainian soviet socialist republic|ukrainian ssr  soviet union	
5087	alberto paloschi	19900104	1.82	85	forwarder	chiari  lombardy|chiari  lombardy  italy	
11450	greg halford	19841208	1.94	64	defender	chelmsford  england	
12316	jason roberts	19780102	1.7	95	forwarder	park royal  london  england	
4055	andreas brehme	19601109	1.76	98	defender	hamburg  west germany	
7146	tony stokes	19870107	1.78	93	midfielder	london  england	
2114	mart poom	19720203	1.95	61	goalkeeper	tallinn  estonia	
1857	miguel veloso	19860511	1.80	92	midfielder	coimbra  portugal	
9188	alessandro costacurta	19660424	1.83	99	defender	jerago con orago|orago  italy	
7470	boubacar sanogo	19821217	1.87	57	forwarder	dimbokro  côte d'ivoire	
8519	jan koller	19730330	2.02	83	forwarder	prague  czechoslovakia	
12174	martin petrov	19790115	1.80	68	midfielder	vratsa  bulgaria	
1367	rio ferdinand	19781107	1.89	90	defender	denmark hill  london  england	
2340	fernando meira	19780605	1.90	77	defender	guimarães  portugal	
11203	nicky butt	19750121	1.78	83	midfielder	gorton  england	
12215	michael gray	19740803	1.96	89	defender	city of sunderland|sunderland  england	
8093	marco materazzi	19730819	1.93	92	defender	lecce  italy	
3326	fernando torres	19840320	1.83	103	forwarder	fuenlabrada  spain	
1404	neil sullivan	19700224	1.94	87	goalkeeper	london borough of sutton|sutton  england	
12171	mineiro	19750802	1.81	59	midfielder	porto alegre rio grande do sul brazil	
12397	david weir	19700510	1.93	81	defender	falkirk  scotland	
5915	steve harper	19690203	1.87	81	midfielder	newcastle-under-lyme  england	
11913	andy griffin	19790317	1.75	62	defender	higher end  wigan  england	
1305	lloyd owusu	19761212	1.88	99	forwarder	slough  england	
7956	gianfranco zola	19660705	1.68	78	forwarder	oliena  italy	
10551	mathieu flamini	19840307	1.78	183	midfielder	marseille  france	
6155	ryan nelsen	19771018	1.83	84	defender	christchurch  new zealand	
4825	martin laursen	19770726	1.90	93	defender	fårvang  denmark	
12411	stephen kelly	19830906	1.67	183	defender	dublin  republic of ireland|ireland	
12357	hermann hreidarsson	19740711	1.91	64	defender	reykjav�k  iceland	
11550	michael ball	19791002	1.84	81	defender	england	
12228	jon dahl tomasson	19760829	1.82	99	forwarder midfielder	copenhagen denmark	
5499	christian pander	19830828	1.86	87	defender	münster  west germany	
1094	andreas hinkel	19820326	1.85	83	defender	backnang  west germany	
4439	carlton cole	19831012	1.91	80	forwarder	croydon london  england	
6990	ryan giggs	19731129	1.79	93	midfielder	cardiff  wales	
7085	linvoy primus	19730914	1.78	65	defender	forest gate  england	
12351	nemanja vidic	19811021	1.89	69	defender	u�ice|titovo u�ice  socialist federal republic of yugoslavia|sfr yugoslavia	
12292	santiago canizares	19691218	1.81	61	goalkeeper	madrid  spain	
2293	roberto abbondanzieri	19720819	1.86	59	goalkeeper	bouquet  santa fe|bouquet  argentina	
2478	abel xavier	19721130	1.78	85	defender	nampula  portuguese mozambique	
5609	bryan hughes	19760619	1.78	72	midfielder	liverpool  england	
11889	gabriel milito	19800907	1.79	61	defender	bernal  argentina|bernal  argentina	
4843	segundo castillo	19820515	1.79	100	midfielder	san lorenzo  ecuador	
3027	mario yepes	19760113	1.86	103	defender	cali  colombia	
11120	manuel fernandes	19860205	1.95	100	midfielder	lisbon  portugal	
